show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s783,TV Show,The Dark Journey 783,,"Sara Silva, Carlos Tanaka, David Park, Carlos Nair, David Müller, Elena Costa",United States,"December 12, 2017",2016,TV-14,3 Seasons,"Anime Series, TV Comedies, TV Dramas",A gripping tv show exploring themes of survival and identity in United States.
s784,Movie,The Wild Promise 784,Carlos Park,"Carlos Nair, Carlos Rossi, Elena Kumar, David Patel, John Silva, Maria Johnson, David Smith",Australia,"June 23, 2014",2014,TV-MA,94 min,Romantic Movies,A gripping movie exploring themes of survival and identity in Australia.
s785,Movie,The Forgotten Promise 785,Hana Costa,"Maria Lee, Anil Rossi, Carlos Tanaka, Raj Lee, Sara Nair",Egypt,"August 20, 2019",2015,TV-MA,163 min,"Comedies, Children & Family Movies",A gripping movie exploring themes of survival and identity in Egypt.
s786,Movie,The Endless Rebellion 786,Hana Nair,"John Khan, Anil Park, Hana Patel, Yuki Tanaka",Canada,"September 5, 2026",2024,R,170 min,"Romantic Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in Canada.
s787,TV Show,The Secret City 787,,"Raj Kumar, Aisha Smith, Sara Rossi, Maria Rossi, Tom Patel",Australia,"December 27, 2023",2021,R,1 Seasons,"Kids' TV, Crime TV Shows",A gripping tv show exploring themes of survival and identity in Australia.
s788,Movie,The Silent City 788,Maria Lee,"John Kumar, David Patel, Elena Lee",Canada,"February 9, 2026",2025,PG,128 min,"Documentaries, Children & Family Movies",A gripping movie exploring themes of survival and identity in Canada.
s789,TV Show,The Last Legacy 789,,"Anil Müller, Yuki Lee, Anil Patel, Anil Park, Maria Rossi",United States,"December 13, 2023",2021,TV-14,1 Seasons,"Romantic TV Shows, TV Action & Adventure, Crime TV Shows",A gripping tv show exploring themes of survival and identity in United States.
s790,Movie,The Hidden Storm 790,,"Sara Lee, Priya Silva, David Costa, Priya Rossi, Tom Patel",France,"March 4, 2017",2017,PG-13,136 min,Documentaries,A gripping movie exploring themes of survival and identity in France.
s791,Movie,The Eternal Empire 791,Hana Rossi,"John Costa, Fatima Tanaka, Carlos Kumar, Raj Kumar",Japan,"July 21, 2023",2021,TV-MA,171 min,"Action & Adventure, Independent Movies",A gripping movie exploring themes of survival and identity in Japan.
s792,Movie,The Hidden Memory 792,Maria Nair,"David Lee, Tom Costa, Tom Kumar, Yuki Rossi",United States,"April 16, 2026",2025,TV-14,75 min,Documentaries,A gripping movie exploring themes of survival and identity in United States.
s793,TV Show,The Wild Shadows 793,,"Anil Tanaka, Carlos Johnson, Elena Kumar, Sara Park, Priya Johnson, Sara Patel, Wei Silva",United States,"December 23, 2026",2023,TV-14,7 Seasons,Kids' TV,A gripping tv show exploring themes of survival and identity in United States.
s794,Movie,The Golden Promise 794,Tom Garcia,"Fatima Lee, Hana Lee, Fatima Silva, John Müller",United States,"November 24, 2024",2022,TV-MA,149 min,"Horror Movies, Independent Movies",A gripping movie exploring themes of survival and identity in United States.
s795,TV Show,The Lost Empire Chronicles 795,,"Tom Costa, John Park, Hana Tanaka",Canada,"January 15, 2020",2015,TV-14,7 Seasons,TV Comedies,A gripping tv show exploring themes of survival and identity in Canada.
s796,TV Show,The Secret Empire 796,,"Fatima Tanaka, Raj Khan, Raj Tanaka, Wei Nair",Australia,"May 27, 2023",2020,TV-MA,4 Seasons,"Anime Series, TV Dramas",A gripping tv show exploring themes of survival and identity in Australia.
s797,Movie,The Secret Rebellion 797,Elena Patel,"Yuki Costa, Carlos Smith, John Kumar, Raj Johnson, Anil Nair, Raj Khan, Raj Khan",Canada,"July 24, 2017",2015,TV-14,111 min,"Thrillers, Action & Adventure",A gripping movie exploring themes of survival and identity in Canada.
s798,Movie,The Golden Promise 798,Hana Silva,"Priya Khan, Aisha Müller, Raj Khan, Anil Smith, Yuki Garcia",Mexico,"December 19, 2020",2017,PG,90 min,Dramas,A gripping movie exploring themes of survival and identity in Mexico.
s799,TV Show,The Forgotten Promise 799,,"Priya Park, Carlos Rossi, Fatima Khan",India,"April 4, 2021",2020,TV-MA,1 Seasons,TV Dramas,A gripping tv show exploring themes of survival and identity in India.
s800,Movie,The Golden Empire 800,,"Raj Kumar, Elena Silva, Min Silva, Wei Kumar, Anil Müller, Priya Costa",Japan,"February 24, 2014",2012,TV-PG,158 min,Documentaries,A gripping movie exploring themes of survival and identity in Japan.
s801,Movie,The Lost Promise 801,,"Hana Tanaka, Min Costa, Raj Müller, Anil Nair, Aisha Patel",United Kingdom,"May 24, 2021",2019,R,131 min,Horror Movies,A gripping movie exploring themes of survival and identity in United Kingdom.
s802,Movie,The Lost Memory 802,,"Min Nair, Elena Patel, Wei Lee, Sara Park, Maria Lee",India,"April 23, 2026",2025,TV-14,178 min,"Dramas, Horror Movies, Romantic Movies",A gripping movie exploring themes of survival and identity in India.
s803,Movie,The Dark Storm 803,Yuki Garcia,"Aisha Lee, Aisha Smith, Fatima Garcia, David Lee, Min Rossi, Wei Kumar",France,"June 14, 2026",2025,TV-MA,92 min,"Thrillers, Romantic Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in France.
s804,Movie,The Hidden Dreams 804,Maria Nair,"Tom Smith, Aisha Smith, Anil Patel, John Johnson",Canada,"November 5, 2022",2019,TV-14,146 min,"Independent Movies, Action & Adventure",A gripping movie exploring themes of survival and identity in Canada.
s805,Movie,The Eternal Memory 805,,"Tom Patel, Tom Tanaka, Sara Park, Aisha Park, John Tanaka",Brazil,"September 22, 2026",2025,TV-14,91 min,"Documentaries, Romantic Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in Brazil.
s806,Movie,The Hidden Shadows 806,Priya Park,"Carlos Costa, Tom Khan, Hana Patel, John Nair, Hana Kumar",Japan,"August 5, 2023",2022,TV-PG,176 min,"Documentaries, Dramas, Comedies",A gripping movie exploring themes of survival and identity in Japan.
s807,Movie,The Endless Journey 807,,"John Silva, Sara Müller, Tom Kumar, Yuki Lee, Tom Lee, Hana Khan",Brazil,"May 4, 2020",2015,TV-MA,96 min,Comedies,A gripping movie exploring themes of survival and identity in Brazil.
s808,TV Show,The Forgotten City Chronicles 808,,"Sara Kumar, Fatima Park, Elena Nair, Tom Costa, John Silva",Canada,"October 16, 2020",2017,TV-G,1 Seasons,Anime Series,A gripping tv show exploring themes of survival and identity in Canada.
s809,Movie,The Forgotten Promise 809,Priya Rossi,"Priya Smith, Carlos Park, John Rossi, Tom Park, David Tanaka",United States,"November 16, 2026",2024,TV-Y7,73 min,"Dramas, Children & Family Movies",A gripping movie exploring themes of survival and identity in United States.
s810,TV Show,The Wild Memory 810,,"John Kumar, Maria Johnson, Raj Patel, Min Smith, Wei Rossi, Fatima Park",Japan,"January 11, 2023",2022,TV-MA,5 Seasons,TV Mysteries,A gripping tv show exploring themes of survival and identity in Japan.
s811,Movie,The Last Kingdom 811,Min Khan,"Anil Khan, David Silva, John Müller, Maria Nair",United States,"December 2, 2025",2023,PG-13,102 min,"Comedies, Independent Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in United States.
s812,TV Show,The Lost Horizon Chronicles 812,,"Yuki Garcia, Carlos Lee, Elena Tanaka",United States,"August 16, 2026",2024,TV-Y7,4 Season,"Crime TV Shows, TV Action & Adventure",A gripping tv show exploring themes of survival and identity in United States.
s813,Movie,The Wild Empire 813,Min Rossi,"Aisha Kumar, Sara Müller, John Silva, Elena Kumar, Fatima Silva",United States,"February 6, 2025",2023,TV-MA,87 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in United States.
s814,TV Show,The Last Memory 814,,"Carlos Garcia, John Kumar, Wei Smith, Wei Müller, Hana Rossi, Sara Patel",United Kingdom,"July 3, 2022",2021,TV-Y,2 Seasons,"Romantic TV Shows, Anime Series",A gripping tv show exploring themes of survival and identity in United Kingdom.
s815,Movie,The Wild Shadows 815,,"Maria Khan, Maria Park, Tom Kumar, Sara Kumar",Brazil,"March 19, 2026",2021,TV-MA,122 min,Independent Movies,A gripping movie exploring themes of survival and identity in Brazil.
s816,TV Show,The Endless Storm 816,,"Elena Costa, Hana Tanaka, Elena Rossi, Elena Tanaka",Turkey,"February 17, 2023",2019,TV-MA,5 Season,"Crime TV Shows, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in Turkey.
s817,TV Show,The Endless Memory Chronicles 817,,"Elena Patel, Priya Johnson, Wei Tanaka",Australia,"November 21, 2020",2020,TV-14,2 Seasons,"Crime TV Shows, Reality TV, TV Mysteries",A gripping tv show exploring themes of survival and identity in Australia.
s818,TV Show,The Dark Rebellion Chronicles 818,,"David Costa, Tom Kumar, Hana Müller",United States,"June 8, 2026",2025,NR,5 Seasons,TV Action & Adventure,A gripping tv show exploring themes of survival and identity in United States.
s819,Movie,The Last Storm 819,Aisha Müller,"Carlos Johnson, Yuki Rossi, Priya Silva, Raj Silva",United Kingdom,"August 20, 2024",2020,TV-MA,177 min,Action & Adventure,A gripping movie exploring themes of survival and identity in United Kingdom.
s820,Movie,The Lost Promise 820,,"David Khan, David Khan, Elena Patel, Elena Silva, Maria Rossi, David Smith",Brazil,"February 23, 2020",2019,TV-PG,169 min,Dramas,A gripping movie exploring themes of survival and identity in Brazil.
s821,Movie,The Endless Memory 821,Yuki Johnson,"Carlos Lee, David Tanaka, Hana Lee, Yuki Tanaka, David Patel, Aisha Khan, Fatima Johnson",United States,"June 18, 2020",2016,PG-13,136 min,"Comedies, Horror Movies, Independent Movies",A gripping movie exploring themes of survival and identity in United States.
s822,TV Show,The Secret Empire 822,,"David Tanaka, Min Johnson, Wei Smith, Yuki Müller, Carlos Tanaka, David Garcia, Elena Lee",South Korea,"November 7, 2022",2018,TV-MA,3 Seasons,Romantic TV Shows,A gripping tv show exploring themes of survival and identity in South Korea.
s823,Movie,The Golden Shadows 823,Fatima Smith,"Tom Kumar, Priya Tanaka, Fatima Rossi, Min Patel, Fatima Patel, Aisha Tanaka",India,"May 19, 2013",2012,PG,128 min,"Romantic Movies, Action & Adventure, Horror Movies",A gripping movie exploring themes of survival and identity in India.
s824,TV Show,The Wild Dreams 824,,"John Garcia, Wei Smith, Sara Costa, Anil Kumar, Priya Khan",United States,"July 21, 2017",2017,TV-Y7,8 Seasons,"TV Action & Adventure, TV Mysteries",A gripping tv show exploring themes of survival and identity in United States.
s825,Movie,The Broken Kingdom 825,,"David Johnson, Fatima Khan, Aisha Tanaka",United States,"March 26, 2011",2011,TV-MA,82 min,"Thrillers, Documentaries, Dramas",A gripping movie exploring themes of survival and identity in United States.
s826,TV Show,The Hidden Legacy 826,,"David Costa, Carlos Garcia, Tom Tanaka",Spain,"October 20, 2026",2025,PG-13,5 Seasons,Crime TV Shows,A gripping tv show exploring themes of survival and identity in Spain.
s827,Movie,The Golden Rebellion 827,,"Carlos Tanaka, Min Johnson, Wei Garcia, Carlos Khan, John Kumar, Carlos Müller",United States,"February 19, 2022",2021,TV-G,164 min,"Horror Movies, Children & Family Movies, Comedies",A gripping movie exploring themes of survival and identity in United States.
s828,Movie,The Hidden Promise 828,Priya Silva,"Min Garcia, Tom Nair, Tom Kumar, Fatima Tanaka, Elena Silva, David Lee",United States,"October 28, 2025",2022,TV-Y,146 min,"Children & Family Movies, Documentaries",A gripping movie exploring themes of survival and identity in United States.
s829,Movie,The Endless Journey 829,Priya Johnson,"Wei Costa, Tom Tanaka, Hana Lee, Sara Silva, Fatima Tanaka, Yuki Tanaka",Canada,"September 20, 2011",2011,TV-MA,119 min,"Sci-Fi & Fantasy, Documentaries",A gripping movie exploring themes of survival and identity in Canada.
s830,Movie,The Dark Dreams 830,Raj Silva,"Sara Lee, Tom Kumar, Elena Silva, Min Silva, Priya Silva, Fatima Lee, Carlos Khan",United States,"August 1, 2018",2013,TV-MA,157 min,"Documentaries, Comedies, Children & Family Movies",A gripping movie exploring themes of survival and identity in United States.
s831,Movie,The Lost Legacy 831,Hana Nair,"Tom Lee, Anil Costa, Carlos Smith",India,"August 6, 2026",2024,TV-MA,91 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in India.
s832,TV Show,The Last Kingdom 832,,"Min Garcia, Yuki Garcia, Aisha Khan, Wei Tanaka, Aisha Khan",United States,"February 20, 2021",2020,PG-13,1 Seasons,Reality TV,A gripping tv show exploring themes of survival and identity in United States.
s833,Movie,The Silent Storm 833,Wei Tanaka,"Hana Johnson, Priya Smith, John Khan",South Korea,"February 20, 2026",2021,TV-MA,76 min,"Action & Adventure, Horror Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in South Korea.
s834,Movie,The Hidden Storm 834,Wei Tanaka,"David Nair, Wei Costa, Fatima Patel",Nigeria,"February 25, 2025",2021,TV-MA,129 min,"Romantic Movies, Action & Adventure, Independent Movies",A gripping movie exploring themes of survival and identity in Nigeria.
s835,Movie,The Silent Empire 835,,"Maria Tanaka, Sara Johnson, Fatima Rossi, Carlos Rossi",India,"September 2, 2023",2022,PG,120 min,Action & Adventure,A gripping movie exploring themes of survival and identity in India.
s836,Movie,The Wild Empire 836,Priya Silva,"Raj Khan, Min Patel, Elena Müller, Tom Patel",India,"February 23, 2025",2023,TV-MA,101 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in India.
s837,TV Show,The Dark Shadows 837,,"Aisha Garcia, Elena Garcia, Anil Tanaka, Priya Johnson, Sara Nair, Yuki Smith, Aisha Silva",Brazil,"July 17, 2020",2018,TV-MA,8 Seasons,"TV Mysteries, TV Action & Adventure, Docuseries",A gripping tv show exploring themes of survival and identity in Brazil.
s838,Movie,The Secret City 838,Maria Rossi,"Maria Müller, Yuki Silva, Carlos Garcia, Raj Tanaka, Min Khan, Elena Silva, Min Park",Mexico,"June 16, 2024",2023,R,95 min,Documentaries,A gripping movie exploring themes of survival and identity in Mexico.
s839,TV Show,The Last Journey Chronicles 839,,"John Khan, Sara Kumar, Sara Rossi, Tom Müller",India,"April 15, 2016",2015,TV-MA,3 Seasons,Kids' TV,A gripping tv show exploring themes of survival and identity in India.
s840,Movie,The Hidden Storm 840,Elena Smith,"David Tanaka, Yuki Patel, Wei Kumar, John Garcia, Fatima Kumar",Italy,"May 12, 2014",2010,TV-MA,175 min,"Independent Movies, Children & Family Movies, Dramas",A gripping movie exploring themes of survival and identity in Italy.
s841,TV Show,The Endless City Chronicles 841,,"Min Lee, David Khan, Sara Kumar, John Rossi, Elena Silva, Anil Müller, Priya Garcia",Turkey,"April 21, 2024",2023,TV-PG,6 Season,"TV Action & Adventure, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in Turkey.
s842,TV Show,The Silent Kingdom 842,,"Priya Johnson, Tom Khan, Tom Tanaka, Anil Kumar",United States,"November 23, 2020",2020,TV-14,8 Seasons,Crime TV Shows,A gripping tv show exploring themes of survival and identity in United States.
s843,Movie,The Last Kingdom 843,Fatima Tanaka,"Priya Garcia, Anil Khan, Elena Costa",France,"July 19, 2024",2022,TV-Y7,94 min,"Action & Adventure, Thrillers",A gripping movie exploring themes of survival and identity in France.
s844,Movie,The Forgotten Kingdom 844,David Johnson,"Elena Khan, David Müller, David Patel, Maria Müller, Fatima Costa",Australia,"August 6, 2022",2021,TV-PG,156 min,"Comedies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in Australia.
s845,Movie,The Secret Legacy 845,Yuki Rossi,"Anil Johnson, Yuki Costa, Fatima Smith, Maria Patel, Carlos Nair, Carlos Tanaka",United States,"April 27, 2020",2020,R,72 min,"Children & Family Movies, Horror Movies",A gripping movie exploring themes of survival and identity in United States.
s846,TV Show,The Endless Legacy 846,,"Priya Tanaka, Wei Johnson, Elena Müller, Priya Costa, David Kumar",Germany,"February 23, 2022",2021,TV-MA,6 Seasons,"TV Action & Adventure, TV Mysteries, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in Germany.
s847,Movie,The Dark Journey 847,Elena Rossi,"Hana Silva, Aisha Nair, Carlos Khan, Carlos Johnson, Wei Lee, Wei Johnson",Turkey,"July 16, 2023",2022,TV-14,73 min,"Romantic Movies, Comedies",A gripping movie exploring themes of survival and identity in Turkey.
s848,Movie,The Lost Memory 848,,"Maria Patel, Aisha Rossi, Priya Costa",France,"July 28, 2021",2021,TV-PG,80 min,Comedies,A gripping movie exploring themes of survival and identity in France.
